dif,R,RMSE,KGE,name,R_rank,RMSE_rank,all_rank
-15.1,0.575755015,41.83950449,-3.521737576,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI2,37,111,148
-4.1,0.428851959,32.13260632,-0.410313895,Budburstfilterdoublelogistic_SoS_threshold_PPI13,90,61,151
9.9,0.449705549,33.27612781,-0.82819991,Budburstmintomaxdoublelogistic_SoS_threshold_PPI13,85,67,152
-14.1,0.547902964,38.11360681,-0.492727717,Budburstfilterdoublelogistic_SoS_threshold_EVI5,61,91,152
-15.1,0.548631204,38.99156713,-0.792327233,Budburstfilter_cubic_SoS_threshold_PPI4,60,94,154
-0.1,0.406592588,31.45402003,-0.437379856,Budburstdoublelogistic_SoS_threshold_NDVI2,98,59,157
-14.1,0.52369601,37.26718116,-0.773738836,Budburstcubic_SoS_threshold_NDVI5,72,86,158
-16.1,0.531127607,37.3154022,-0.558275895,Budburstcubic_SoS_threshold_EVI5,70,88,158
-24.1,0.571987687,45.82370951,-4.190515435,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI3,41,122,163
13.9,0.341506564,28.76191149,0.165640537,Budburstfilter_cubic_SoS_threshold_NDGI1,118,46,164
-1.1,0.350042532,29.95994306,0.134872595,Budburstmintomaxcubic_SoS_threshold_EVI3,115,50,165
5.9,0.449181871,36.07020783,-1.111368612,Budburstmintomaxdoublelogistic_SoS_threshold_PPI2,86,80,166
-9.1,0.427930318,35.32687985,-0.697389052,Budburstfilterdoublelogistic_SoS_threshold_PPI2,91,78,169
-31.1,0.568569678,49.72445607,-4.7466397,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI4,45,132,177
5.9,0.386941729,34.46166277,-0.578522415,Budburstdoublelogistic_SoS_threshold_EVI1,103,76,179
-18.1,0.485008214,39.52069115,-0.554678428,Budburstfilter_cubic_SoS_threshold_NDGI5,82,97,179
3.9,0.387267706,36.25035425,-1.060669437,Budburstdoublelogistic_SoS_threshold_NDVI13,101,83,184
-17.1,0.488605598,41.09783946,-0.628153536,Budburstfilter_cubic_SoS_threshold_EVI5,81,105,186
-17.1,0.49966891,41.7216827,-0.654589127,Budburstfilter_cubic_SoS_threshold_NDVI5,79,110,189
7.9,0.279946796,30.5702282,0.247102687,Budburstmintomaxcubic_SoS_threshold_EVI2,136,55,191
-38.1,0.564819845,53.74362672,-5.272548897,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI5,48,146,194
-9.1,0.331767617,34.42190365,-0.214396886,Budburstmintomaxcubic_SoS_threshold_EVI4,122,74,196
-1.1,0.447896074,41.41507494,-1.57556664,Budburstmintomaxdoublelogistic_SoS_threshold_PPI3,88,108,196
-8.1,0.371271711,37.45056996,-1.226792982,Budburstcubic_SoS_threshold_NDGI5,108,89,197
-19.1,0.499528076,44.9234786,-0.879207765,Budburstfilter_cubic_SoS_threshold_NDPI5,80,118,198
-17.1,0.427437848,41.19076942,-1.154891772,Budburstfilterdoublelogistic_SoS_threshold_PPI3,93,106,199
