dif,R,RMSE,KGE,name,R_rank,RMSE_rank,all_rank
57.5,0.23362069,37.6948711,-8.890092864,Budburst_SoS_filterthreshold_NDPI13,185,107,292
-35.5,0.422328278,54.01098624,-24.73741906,Budburst_cubic_SoS_threshold_NDPI4,115,177,292
25.5,0.3020613,45.01273355,-12.23307246,Budburst_mintomaxcubic_SoS_threshold_NDVI1,144,150,294
1.5,0.266457763,42.51605573,-13.10924841,Budburst_SoS_doublelogisticthreshold_NDGI5,158,139,297
15.5,0.276471991,44.0121191,-12.71221838,Budburst_mintomaxdoublelogistic_SoS_threshold_DVI3,152,146,298
11.5,0.330015532,48.43903608,-17.31275275,Budburst_cubic_SoS_threshold_DVI5,140,161,301
17.5,0.247777476,40.58284583,-12.60108688,Budburst_SoS_doublelogisticthreshold_NDGI3,177,127,304
-29.5,0.364095133,53.93639469,-24.15710975,Budburst_cubic_SoS_threshold_NDPI3,128,176,304
14.5,0.349592803,52.11410906,-18.39745066,Budburst_SoS_filterthreshold_DVI5,136,169,305
-42.5,0.432256124,58.52912856,-29.14828015,Budburst_SoS_doublelogisticthreshold_NDPI4,111,194,305
14.5,0.269717782,44.91647324,-15.12096071,Budburst_SoS_filterthreshold_DVI4,157,149,306
-40.5,0.384552709,56.53425869,-23.74659315,Budburst_mintomaxcubic_SoS_threshold_NDPI5,122,185,307
-39.5,0.400659817,58.01704569,-27.31405719,Budburst_cubic_SoS_threshold_NDPI5,118,189,307
-49.5,0.436700575,60.52826012,-30.30962104,Budburst_SoS_doublelogisticthreshold_NDPI5,109,198,307
28.5,0.156867792,35.43739888,-7.233871446,Budburst_SoS_filterthreshold_NDGI13,215,93,308
20.5,0.217756377,39.37438425,-10.12326074,Budburst_SoS_filterthreshold_DVI13,191,119,310
18.5,0.260326795,43.49870984,-12.77601952,Budburst_cubic_SoS_threshold_NDVI2,168,143,311
23.5,0.227039134,40.44197012,-9.733829827,Budburst_SoS_filterthreshold_DVI1,188,125,313
19.5,0.212030946,39.88193282,-11.33092747,Budburst_mintomaxcubic_SoS_threshold_NDGI3,193,123,316
17.5,0.258256837,43.7560307,-12.10196426,Budburst_SoS_filterdoublelogisticthreshold_DVI3,173,145,318
12.5,0.282475631,52.97017775,-20.96223674,Budburst_SoS_doublelogisticthreshold_DVI4,148,172,320
11.5,0.286955316,53.70282921,-17.27355466,Budburst_filtercubic_SoS_threshold_DVI5,147,174,321
-26.5,0.353391767,58.36427184,-27.97869112,Budburst_SoS_doublelogisticthreshold_NDPI2,132,190,322
-19.5,0.365302007,59.4230865,-27.98097068,Budburst_SoS_doublelogisticthreshold_NDPI13,127,196,323
-35.5,0.35923878,59.06560475,-29.44051243,Budburst_SoS_doublelogisticthreshold_NDPI3,130,195,325
14.5,0.260063453,47.18088462,-17.72603488,Budburst_cubic_SoS_threshold_DVI4,169,157,326
57.5,0.202356879,40.73792015,-9.715952628,Budburst_SoS_filterthreshold_NDPI1,200,129,329
12.5,0.258602214,49.3709133,-15.23471457,Budburst_SoS_filterdoublelogisticthreshold_DVI4,172,163,335
-10.5,0.339004675,62.68033636,-29.01283587,Budburst_SoS_doublelogisticthreshold_NDPI1,138,199,337
30.5,0.119668274,38.97111607,-8.631785464,Budburst_SoS_filterthreshold_NDGI1,225,115,340
7.5,0.264805996,55.24844823,-20.81887973,Budburst_SoS_doublelogisticthreshold_DVI5,159,181,340
10.5,0.232298926,50.6228992,-16.39653014,Budburst_mintomaxdoublelogistic_SoS_threshold_DVI4,186,166,352
7.5,0.257238301,54.62960915,-18.48556655,Budburst_SoS_filterdoublelogisticthreshold_DVI5,175,179,354
18.5,0.251200254,54.31977735,-23.78793021,Budburst_SoS_doublelogisticthreshold_DVI3,176,178,354
28.5,0.185830986,46.6786107,-16.15823441,Budburst_SoS_doublelogisticthreshold_NDGI2,202,156,358
23.5,0.173665879,44.49504496,-12.58988111,Budburst_mintomaxcubic_SoS_threshold_NDGI2,211,148,359
15.5,0.176918285,47.50225058,-16.58872619,Budburst_cubic_SoS_threshold_NDGI4,210,158,368
6.5,0.228396255,55.8484773,-19.70667458,Budburst_mintomaxdoublelogistic_SoS_threshold_DVI5,187,183,370
27.5,0.156276748,46.53905412,-13.24101922,Budburst_mintomaxcubic_SoS_threshold_NDGI13,216,155,371
46.5,0.221054927,55.96034911,-21.44825378,Budburst_SoS_doublelogisticthreshold_NDGI1,189,184,373
36.5,0.171640548,48.82892074,-16.96617675,Budburst_SoS_doublelogisticthreshold_NDGI13,212,162,374
14.5,0.178278767,52.31543432,-20.75920091,Budburst_mintomaxcubic_SoS_threshold_DVI4,209,170,379
25.5,0.213733614,57.44594037,-26.51095263,Budburst_SoS_doublelogisticthreshold_DVI2,192,187,379
-97.5,0.260794874,105.9746029,-66.42693607,Budburst_SoS_mintomaxthreshold_NDVI1,162,217,379
-97.5,0.260794874,105.9746029,-66.42693607,Budburst_SoS_mintomaxthreshold_NDVI13,163,218,381
-97.5,0.260794874,105.9746029,-66.42693607,Budburst_SoS_mintomaxthreshold_NDVI2,164,219,383
31.5,0.132665916,50.83892584,-15.41695467,Budburst_mintomaxcubic_SoS_threshold_NDGI1,218,167,385
17.5,0.139084264,51.79975314,-20.99515401,Budburst_mintomaxcubic_SoS_threshold_DVI3,217,168,385
-97.5,0.260794874,105.9746029,-66.42693607,Budburst_SoS_mintomaxthreshold_NDVI3,165,220,385
-97.5,0.260794874,105.9746029,-66.42693607,Budburst_SoS_mintomaxthreshold_NDVI4,166,221,387
-97.5,0.260794874,105.9746029,-66.42693607,Budburst_SoS_mintomaxthreshold_NDVI5,167,222,389
40.5,0.220886951,63.41521291,-30.06807904,Budburst_SoS_doublelogisticthreshold_DVI1,190,200,390
21.5,0.169220799,54.64455312,-18.78278433,Budburst_cubic_SoS_threshold_NDVI13,213,180,393
31.5,0.195871477,58.47959678,-26.79887025,Budburst_SoS_doublelogisticthreshold_DVI13,201,193,394
19.5,0.112056762,53.0570347,-21.11502377,Budburst_mintomaxcubic_SoS_threshold_DVI2,226,173,399
-97.5,0.247332991,107.4198478,-68.2663248,Budburst_SoS_mintomaxthreshold_NDGI1,178,223,401
-97.5,0.247332991,107.4198478,-68.2663248,Budburst_SoS_mintomaxthreshold_NDGI13,179,224,403
-93.5,0.20725445,101.1598021,-60.47918657,Budburst_SoS_mintomaxthreshold_EVI1,194,211,405
-97.5,0.247332991,107.4198478,-68.2663248,Budburst_SoS_mintomaxthreshold_NDGI2,180,225,405
11.5,0.168291513,58.40878944,-23.6020739,Budburst_mintomaxcubic_SoS_threshold_DVI5,214,192,406
-93.5,0.20725445,101.1598021,-60.47918657,Budburst_SoS_mintomaxthreshold_EVI13,195,212,407
-97.5,0.247332991,107.4198478,-68.2663248,Budburst_SoS_mintomaxthreshold_NDGI3,181,226,407
-93.5,0.20725445,101.1598021,-60.47918657,Budburst_SoS_mintomaxthreshold_EVI2,196,213,409
-97.5,0.247332991,107.4198478,-68.2663248,Budburst_SoS_mintomaxthreshold_NDGI4,182,227,409
-93.5,0.20725445,101.1598021,-60.47918657,Budburst_SoS_mintomaxthreshold_EVI3,197,214,411
-97.5,0.247332991,107.4198478,-68.2663248,Budburst_SoS_mintomaxthreshold_NDGI5,183,228,411
21.5,0.088187812,55.55311011,-21.99418684,Budburst_mintomaxcubic_SoS_threshold_DVI13,230,182,412
-93.5,0.20725445,101.1598021,-60.47918657,Budburst_SoS_mintomaxthreshold_EVI4,198,215,413
-93.5,0.20725445,101.1598021,-60.47918657,Budburst_SoS_mintomaxthreshold_EVI5,199,216,415
22.5,0.072026492,57.36532817,-22.53916246,Budburst_mintomaxcubic_SoS_threshold_DVI1,232,186,418
17.5,0.104151705,59.809566,-24.53413654,Budburst_cubic_SoS_threshold_DVI3,229,197,426
19.5,0.028482788,58.37989033,-22.41956022,Budburst_cubic_SoS_threshold_NDGI3,236,191,427
