dif,R,RMSE,KGE,name,dif_mean,R_rank,RMSE_rank,KGE_rank,rank
64.9,-0.325071071,47.53107721,-2.574340419,Budburstcubic_SoS_threshold_NDGI13,38.76637763,200,248,203,651
34.9,-0.181165889,46.14939414,-4.205560416,Budburstmintomaxcubic_SoS_threshold_NDGI2,31.4330443,178,242,231,651
33.9,-0.069068379,46.3005924,-6.124300544,Budburstmintomaxcubic_SoS_threshold_PPI2,27.06267393,161,244,247,652
64.9,-0.069689688,48.63295237,-5.397183283,Budburstmintomaxcubic_SoS_threshold_PPI13,33.24785911,162,249,244,655
1.9,-0.70087149,36.35957436,-2.311062955,Budburstfilterdoublelogistic_SoS_threshold_PPI1,8.507118371,257,207,197,661
64.9,-0.192504975,50.355565,-4.129103942,Budburstmintomaxcubic_SoS_threshold_NDGI13,38.17378504,181,253,227,661
68.9,-0.085708589,52.63535619,-4.798680892,Budburstmintomaxcubic_SoS_threshold_PPI1,40.72934059,167,257,237,661
9.9,-0.703510677,36.46620614,-2.368172805,Budburstmintomaxdoublelogistic_SoS_threshold_PPI13,8.062673927,263,209,198,670
15.9,-0.708736997,37.01703251,-2.053574522,Budburstmintomaxdoublelogistic_SoS_threshold_PPI1,14.09971096,269,213,192,674
-14.1,-0.108180733,52.61909599,-7.123269726,Budburstmintomaxcubic_SoS_threshold_PPI5,-34.45584459,169,256,251,676
68.9,-0.282449054,56.35083441,-3.982798439,Budburstmintomaxcubic_SoS_threshold_NDGI1,46.61822948,195,260,225,680
5.9,-0.704069988,36.71880703,-2.666346361,Budburstmintomaxdoublelogistic_SoS_threshold_PPI2,3.39600726,266,211,205,682
-4.1,-0.703669477,36.73462742,-2.704595683,Budburstfilterdoublelogistic_SoS_threshold_PPI13,1.951562816,264,212,207,683
-1.1,-0.419516661,44.02111246,-4.858125325,Budburstdoublelogistic_SoS_threshold_NDGI2,20.8404517,213,236,238,687
-9.1,-0.703347538,37.99491732,-3.153758931,Budburstfilterdoublelogistic_SoS_threshold_PPI2,-2.789177925,262,217,214,693
68.9,-0.463394275,55.81089174,-3.191102881,Budburstcubic_SoS_threshold_NDGI1,47.95156282,220,258,215,693
-1.1,-0.702734805,38.34977531,-3.266075262,Budburstmintomaxdoublelogistic_SoS_threshold_PPI3,-3.678066814,261,219,216,696
-7.1,-0.702417895,40.51576405,-3.772917892,Budburstmintomaxdoublelogistic_SoS_threshold_PPI4,-9.678066814,258,226,223,707
3.9,-0.44574159,48.78275487,-5.288863657,Budburstdoublelogistic_SoS_threshold_NDGI13,28.47008133,218,250,243,711
-17.1,-0.705309156,40.84852773,-3.839139718,Budburstfilterdoublelogistic_SoS_threshold_PPI3,-10.34473348,267,227,224,718
-26.1,-0.681329269,46.21496037,-3.552326973,Budburstfilter_cubic_SoS_threshold_PPI5,-27.27065941,255,243,221,719
-14.1,-0.607721501,43.88982971,-5.067002678,Budburstcubic_SoS_threshold_PPI5,-14.49288163,247,235,240,722
-12.1,-0.702587548,43.14709439,-4.301933475,Budburstmintomaxdoublelogistic_SoS_threshold_PPI5,-14.93732607,259,232,232,723
9.9,-0.364683262,63.0727498,-8.871265966,Budburstdoublelogistic_SoS_threshold_NDGI1,43.47008133,206,264,255,725
-23.1,-0.703921115,44.05453959,-4.495931039,Budburstfilterdoublelogistic_SoS_threshold_PPI4,-16.34473348,265,237,234,736
-3.1,-0.738384022,43.13461318,-5.096673766,Budburstdoublelogistic_SoS_threshold_PPI3,-3.492881629,270,231,241,742
7.9,-0.414688951,68.86760871,-15.6008037,Budburstdoublelogistic_SoS_threshold_PPI13,37.32193319,212,268,267,747
