dif,R,RMSE,KGE,name
71.9,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
93.72727273,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
84.41304348,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
88.46666667,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
84.66666667,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
62.8,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
91.26666667,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
15.400000000000006,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
107.4,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
107.4666667,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
102.8,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
100.9333333,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
108.3333333,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
32.400000000000006,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
6.684210500000006,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
24.105263199999996,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
38.315789499999994,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
-30.26315790000001,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
47.736842100000004,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
29.421052599999996,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
-20.0,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
45.16666670000001,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
26.105263199999996,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
-5.26315790000001,0.7782503419081883,65.93531963312624,-14.463695715820952,BudburstSoS_threshold_NDGI1
