dif,R,RMSE,KGE,name,dif_mean,R_rank,RMSE_rank,KGE_rank,rank
-45.5,0.571254457,31.22389188,-89.29874239,BudburstfilterSoS_threshold_NDVI3,-24.76041668,19,192,229,440
33.5,0.316943831,28.98085155,-16.92435307,Budburstfilterdoublelogistic_SoS_threshold_NDGI13,27.98958333,94,180,169,443
-9.5,0.166516114,12.50392299,-28.52775706,Budburstmintomaxcubic_SoS_threshold_EVI1,4.864583325,212,42,190,444
27.5,0.151279583,21.35352641,-10.39556568,Budburstcubic_SoS_threshold_NDGI13,20.48958333,220,147,78,445
-31.5,0.226100997,25.39098772,-11.61472073,Budburstcubic_SoS_threshold_NDPI3,-24.76041668,179,166,101,446
-38.5,0.360209084,35.75690736,-14.77564831,Budburstcubic_SoS_threshold_EVI5,-35.63541668,68,219,159,446
-32.5,0.472110925,25.39057746,-127.6348277,BudburstfilterSoS_threshold_EVI13,-10.38541668,46,165,237,448
-38.5,0.342048954,35.73942395,-14.75538625,Budburstfilter_cubic_SoS_threshold_EVI5,-35.63541668,75,216,158,449
40.5,0.432182516,35.09056981,-24.71590519,Budburstdoublelogistic_SoS_threshold_PPI1,33.86458333,53,214,183,450
30.5,0.249239912,27.1556886,-12.86022616,Budburstmintomaxdoublelogistic_SoS_threshold_PPI1,26.48958333,164,172,118,454
28.5,0.160090088,23.68618986,-10.85516486,Budburstfilter_cubic_SoS_threshold_NDGI1,22.98958333,215,158,84,457
24.5,0.199653153,21.55357101,-11.95292452,Budburstfilter_cubic_SoS_threshold_PPI1,20.48958333,203,148,107,458
-55.5,0.64155538,59.92490238,-26.0219862,BudburstfilterSoS_threshold_EVI5,-59.76041668,6,266,187,459
-35.5,0.232905442,27.2544753,-12.56423089,Budburstdoublelogistic_SoS_threshold_NDPI3,-26.63541668,175,173,113,461
32.5,0.24821874,27.40426834,-12.98341341,Budburstfilterdoublelogistic_SoS_threshold_PPI1,26.73958333,166,175,121,462
-48.5,0.575160313,49.84720579,-27.75349429,BudburstfilterSoS_threshold_NDVI5,-49.13541668,17,257,188,462
-47.5,0.589934646,48.20717192,-37.89980333,BudburstfilterSoS_threshold_EVI3,-46.88541668,14,252,197,463
-45.5,0.61733182,33.64109229,-237.8821986,BudburstfilterSoS_threshold_NDGI3,-11.76041668,9,202,256,467
31.5,0.101512309,23.58349896,-11.42620427,Budburstcubic_SoS_threshold_NDGI1,22.73958333,223,157,99,479
30.5,0.074675212,20.41736818,-12.89580494,Budburstcubic_SoS_threshold_EVI1,18.98958333,228,132,119,479
-19.5,0.527384401,32.90032558,-182.840823,BudburstfilterSoS_threshold_NDPI13,17.73958333,35,196,249,480
-17.5,-0.043770594,12.94918622,-28.95228129,Budburstmintomaxcubic_SoS_threshold_EVI13,-4.760416675,242,49,192,483
-36.5,0.255713958,29.43697659,-13.36450001,Budburstfilter_cubic_SoS_threshold_NDPI4,-28.88541668,154,183,147,484
-19.5,0.523184398,32.93133902,-185.2331796,BudburstfilterSoS_threshold_NDPI2,17.48958333,37,197,250,484
-50.5,0.480674307,57.04451996,-25.36498614,BudburstfilterSoS_threshold_EVI4,-56.76041668,42,263,184,489
-16.5,-0.49122996,18.26580842,-12.7116955,Budburstmintomaxcubic_SoS_threshold_NDPI1,-16.01041668,266,113,116,495
-50.5,0.439966644,57.65119766,-25.40899249,BudburstSoS_threshold_EVI5,-57.38541668,49,264,185,498
20.5,0.387308248,32.97622512,-133.6716325,BudburstfilterSoS_threshold_NDPI1,22.73958333,61,198,239,498
22.5,-0.195111263,15.87366026,-23.01056196,BudburstmintomaxSoS_threshold_EVI13,11.36458333,250,73,178,501
-50.5,0.439966644,57.65119766,-25.40899249,BudburstmintomaxSoS_threshold_EVI5,-57.38541668,50,265,186,501
-45.5,0.402664516,42.14723903,-47.20073735,BudburstfilterSoS_threshold_NDVI4,-39.88541668,58,237,206,501
28.5,0.10027999,24.24428984,-12.84845731,Budburstdoublelogistic_SoS_threshold_NDGI2,23.23958333,224,162,117,503
-43.5,0.296123668,34.88066213,-15.88785937,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI4,-34.38541668,128,213,166,507
-50.5,0.616082868,39.83970704,-314.2054383,BudburstfilterSoS_threshold_NDGI4,-16.26041668,10,231,266,507
32.5,0.21934075,27.40236772,-13.73430867,Budburstmintomaxdoublelogistic_SoS_threshold_NDGI13,26.61458333,184,174,150,508
-41.5,0.261722078,33.39246059,-15.12110796,Budburstfilterdoublelogistic_SoS_threshold_NDPI4,-32.88541668,151,201,163,515
-36.5,0.216124251,29.65907266,-13.21138639,Budburstcubic_SoS_threshold_NDPI4,-29.13541668,188,184,146,518
7.5,0.060908685,16.95441704,-57.33071537,BudburstSoS_threshold_NDVI3,-4.635416675,229,77,213,519
7.5,0.060908685,16.95441704,-57.33071537,BudburstmintomaxSoS_threshold_NDVI3,-4.635416675,230,78,214,522
-45.5,0.335966896,45.77724789,-30.39757445,BudburstSoS_threshold_NDVI5,-44.63541668,82,249,194,525
7.5,0.207785739,18.16974841,-59.72390009,BudburstSoS_threshold_NDGI5,-8.010416675,196,111,219,526
-55.5,0.499284623,42.36589341,-175.5595794,BudburstfilterSoS_threshold_NDGI5,-32.51041668,41,240,245,526
-45.5,0.335966896,45.77724789,-30.39757445,BudburstmintomaxSoS_threshold_NDVI5,-44.63541668,83,250,195,528
7.5,0.207785739,18.16974841,-59.72390009,BudburstmintomaxSoS_threshold_NDGI5,-8.010416675,197,112,220,529
43.5,0.283072186,37.04324846,-21.21912926,Budburstfilterdoublelogistic_SoS_threshold_NDGI1,36.11458333,140,223,176,539
-50.5,0.288922443,40.85995094,-18.71354613,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI5,-40.38541668,133,236,174,543
-40.5,0.2248659,33.86145435,-15.06773131,Budburstcubic_SoS_threshold_NDPI5,-33.38541668,183,204,162,549
-32.5,0.283231769,28.84972139,-122.8189696,BudburstfilterSoS_threshold_PPI4,-17.26041668,139,179,236,554
-42.5,0.225661157,34.02135003,-15.3690426,Budburstdoublelogistic_SoS_threshold_NDPI4,-33.51041668,182,209,164,555
-16.5,0.331257891,35.8520421,-182.7413565,Budburstmintomaxcubic_SoS_threshold_NDVI1,22.23958333,87,220,248,555
-40.5,0.207212327,33.83714316,-14.8755179,Budburstfilter_cubic_SoS_threshold_NDPI5,-33.38541668,198,203,161,562
-25.5,-0.424091817,18.89428283,-24.59053737,Budburstmintomaxcubic_SoS_threshold_EVI2,-14.76041668,263,118,182,563
-49.5,0.252993902,39.99315263,-18.24371296,Budburstdoublelogistic_SoS_threshold_NDPI5,-39.51041668,160,232,173,565
-47.5,0.24345386,39.21328122,-17.61234095,Budburstfilterdoublelogistic_SoS_threshold_NDPI5,-38.76041668,167,228,171,566
40.5,0.211114891,34.78975792,-16.9636107,Budburstmintomaxdoublelogistic_SoS_threshold_NDGI1,34.11458333,192,212,170,574
-25.5,0.280862141,32.59208375,-191.8538726,Budburstmintomaxcubic_SoS_threshold_NDVI13,14.98958333,142,195,251,588
36.5,-0.017705053,30.59912455,-16.16505139,Budburstdoublelogistic_SoS_threshold_NDGI13,29.61458333,238,190,167,595
22.5,-0.319221311,19.20433346,-67.60174833,BudburstSoS_threshold_PPI4,5.364583325,257,122,223,602
22.5,-0.319221311,19.20433346,-67.60174833,BudburstmintomaxSoS_threshold_PPI4,5.364583325,258,123,224,605
