dif,R,RMSE,KGE,name,dif_mean,,
-6,0.669290113,28.66259953,0.400715029,Budburstmintomaxdoublelogistic_SoS_threshold_EVI4,-15.53152623,,
-12,0.670442943,32.53169577,0.177928637,Budburstmintomaxdoublelogistic_SoS_threshold_EVI5,-21.22540378,,
15,0.646120228,52.59506161,-2.807871955,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI1,22.32561663,,
8,0.647373678,53.16,-3.281163543,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI13,16.65214724,,
3,0.648168502,54.08448874,-3.666730144,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI2,12.2848003,,
-6,0.651503663,56.2890608,-4.307550923,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI3,5.590922752,,
-12,0.653108787,58.67290055,-4.841107884,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI4,0.26439214,,
-18,0.65470925,61.24782744,-5.345150633,Budburstmintomaxdoublelogistic_SoS_threshold_NDPI5,-4.572342554,,
20,0.715977353,22.76367221,0.691918406,Budburstmintomaxdoublelogistic_SoS_threshold_NDVI1,8.631739079,,
13,0.716033087,21.84987018,0.848261577,Budburstmintomaxdoublelogistic_SoS_threshold_NDVI13,1.815412548,,
8,0.714261311,22.67384791,0.738150413,Budburstmintomaxdoublelogistic_SoS_threshold_NDVI2,-3.286628268,,
0,0.712505219,26.04393988,0.441449983,Budburstmintomaxdoublelogistic_SoS_threshold_NDVI3,-11.20499561,,
-7,0.711360661,30.05738715,0.187775342,Budburstmintomaxdoublelogistic_SoS_threshold_NDVI4,-17.53152623,,
-13,0.710681759,34.3722451,-0.04716093,Budburstmintomaxdoublelogistic_SoS_threshold_NDVI5,-23.32744459,,
15,0.582291663,32.59001505,0.02263214,Budburstmintomaxdoublelogistic_SoS_threshold_PPI1,-5.347852758,,
8,0.58218568,36.18656241,-0.283598185,Budburstmintomaxdoublelogistic_SoS_threshold_PPI13,-12.79683235,,
3,0.581302897,39.71615543,-0.533021874,Budburstmintomaxdoublelogistic_SoS_threshold_PPI2,-18.47030174,,
-6,0.580526807,45.955735,-0.92213783,Budburstmintomaxdoublelogistic_SoS_threshold_PPI3,-27.16417929,,
-12,0.500489042,55.25817983,-1.289804198,Budburstmintomaxdoublelogistic_SoS_threshold_PPI4,-36.89887317,,
-19,0.494324897,60.98425034,-1.599376523,Budburstmintomaxdoublelogistic_SoS_threshold_PPI5,-43.53152623,,
dif,R,RMSE,KGE,name,dif_mean,,
71.9,0.778250342,65.93531963,-14.46369572,BudburstSoS_threshold_NDGI1,51.98859985,,
-4.1,0.739356158,51.91781062,-12.25591511,BudburstSoS_threshold_NDGI13,35.28489615,,
-4.1,0.747723195,39.30715278,-10.3327108,BudburstSoS_threshold_NDGI2,17.69230356,,
-6.1,0.535661009,21.42883785,-0.387991047,BudburstSoS_threshold_NDGI3,-17.19658533,,
-33.1,0.485878299,31.39930764,-1.669131877,BudburstSoS_threshold_NDGI4,-25.67806681,,
-33.1,0.493945472,33.381025,-1.665422266,BudburstSoS_threshold_NDGI5,-28.78917793,,
-4.1,0.553955027,16.57319983,-0.233321976,BudburstSoS_threshold_EVI1,-6.566955703,,
-5.1,0.536037124,17.74301195,-0.035883531,BudburstSoS_threshold_EVI13,-13.08547422,,
-12.1,0.605381243,19.89721808,-0.321591332,BudburstSoS_threshold_EVI2,-16.67806681,,
-33.1,0.539101412,24.57426177,-0.741329502,BudburstSoS_threshold_EVI3,-21.82621496,,
-33.1,0.493238607,32.08961146,-1.605324865,BudburstSoS_threshold_EVI4,-27.08547422,,
-33.1,0.473557941,33.50599289,-1.636121828,BudburstSoS_threshold_EVI5,-28.90028904,,
104.9,0.748531515,71.67565283,-15.82333015,BudburstSoS_threshold_NDPI1,57.39600726,,
104.9,0.46817584,59.35226392,-15.50703187,BudburstSoS_threshold_NDPI13,36.24785911,,
-11.1,0.223280746,44.82697542,-10.81809324,BudburstSoS_threshold_NDPI2,11.65526652,,
-33.1,0.582128985,21.84457284,-0.508139882,BudburstSoS_threshold_NDPI3,-18.93732607,,
-33.1,0.543588665,24.21794307,-0.726241032,BudburstSoS_threshold_NDPI4,-21.52991867,,
-33.1,0.473998807,32.03882834,-1.595948211,BudburstSoS_threshold_NDPI5,-26.82621496,,
90.9,0.749819333,58.16173559,-13.77938123,BudburstSoS_threshold_NDVI1,42.02563689,,
-4.1,0.474722544,27.26970958,-4.164174898,BudburstSoS_threshold_NDVI13,2.210822075,,
-4.1,0.513654644,17.75134715,-0.007799765,BudburstSoS_threshold_NDVI2,-12.71510385,,
-5.1,0.579267178,20.2872148,-0.338884591,BudburstSoS_threshold_NDVI3,-16.90028904,,
-33.1,0.514469515,24.71159467,-0.741224274,BudburstSoS_threshold_NDVI4,-21.82621496,,
-33.1,0.477518283,32.06147312,-1.604634019,BudburstSoS_threshold_NDVI5,-26.863252,,
99.9,0.778920934,67.79301065,-14.67538959,BudburstSoS_threshold_PPI1,54.136748,,
90.9,0.729309324,64.69273803,-14.58448287,BudburstSoS_threshold_PPI13,49.58119245,,
71.9,0.804576014,58.74156874,-16.27018045,BudburstSoS_threshold_PPI2,39.76637763,,
-4.1,0.469899494,45.51615648,-13.07685674,BudburstSoS_threshold_PPI3,12.87748874,,
-5.1,0.297986566,25.59094419,-0.958500105,BudburstSoS_threshold_PPI4,-16.27065941,,
-33.1,0.366052898,42.97646342,-4.111646942,BudburstSoS_threshold_PPI5,-33.60399274,,
21.9,0.587819488,29.75655435,-2.391900684,BudburstfilterSoS_threshold_NDGI1,22.09971096,,
-4.1,0.497253625,22.14992269,-1.593631885,BudburstfilterSoS_threshold_NDGI13,9.284896149,,
-4.1,0.485480589,19.93901006,-1.36624847,BudburstfilterSoS_threshold_NDGI2,-0.381770518,,
-6.1,0.524901524,21.99467405,-0.434296264,BudburstfilterSoS_threshold_NDGI3,-17.863252,,
-33.1,0.463816713,31.92124533,-1.662699361,BudburstfilterSoS_threshold_NDGI4,-26.23362237,,
-33.1,0.4606912,34.26031776,-1.645396944,BudburstfilterSoS_threshold_NDGI5,-29.90028904,,
-4.1,0.513959666,15.92696917,0.192847429,BudburstfilterSoS_threshold_EVI1,-10.19658533,,
-5.1,0.473836106,18.64268515,-0.092934268,BudburstfilterSoS_threshold_EVI13,-13.78917793,,
-12.1,0.590810712,20.33742311,-0.362819346,BudburstfilterSoS_threshold_EVI2,-17.1595483,,
-33.1,0.517758495,24.88565226,-0.765434804,BudburstfilterSoS_threshold_EVI3,-22.08547422,,
-33.1,0.487704216,32.27136444,-1.603602989,BudburstfilterSoS_threshold_EVI4,-27.30769644,,
-33.1,0.459403242,33.98208975,-1.616203342,BudburstfilterSoS_threshold_EVI5,-29.60399274,,
-4.1,0.140260386,30.13272708,-2.771144235,BudburstfilterSoS_threshold_NDPI1,11.4330443,,
-5.1,0.118202546,26.06898819,-1.865491671,BudburstfilterSoS_threshold_NDPI13,1.877488741,,
-11.1,0.108553647,22.47255549,-0.319522271,BudburstfilterSoS_threshold_NDPI2,-8.455844592,,
-33.1,0.582128985,21.84457284,-0.508139882,BudburstfilterSoS_threshold_NDPI3,-18.93732607,,
-33.1,0.543588665,24.21794307,-0.726241032,BudburstfilterSoS_threshold_NDPI4,-21.52991867,,
-33.1,0.473998807,32.03882834,-1.595948211,BudburstfilterSoS_threshold_NDPI5,-26.82621496,,
-4.1,0.443538369,20.35448545,-0.983660248,BudburstfilterSoS_threshold_NDVI1,6.76637763,,
-4.1,0.358263205,16.96896091,0.260963176,BudburstfilterSoS_threshold_NDVI13,-4.97436311,,
-5.1,0.502983445,17.99392278,-0.030183182,BudburstfilterSoS_threshold_NDVI2,-13.01140015,,
-12.1,0.585733334,20.48302345,-0.370744227,BudburstfilterSoS_threshold_NDVI3,-17.27065941,,
-33.1,0.505363497,24.83615567,-0.752248529,BudburstfilterSoS_threshold_NDVI4,-21.93732607,,
-33.1,0.478193811,32.10334061,-1.604227577,BudburstfilterSoS_threshold_NDVI5,-26.93732607,,
-4.1,0.568594921,30.95790982,-2.628685388,BudburstfilterSoS_threshold_PPI1,22.87748874,,
-4.1,0.470373654,27.1172423,-2.449523318,BudburstfilterSoS_threshold_PPI13,15.09971096,,
-4.1,0.471107335,23.25113156,-2.467737153,BudburstfilterSoS_threshold_PPI2,2.618229482,,
-5.1,0.377972357,24.72912597,-2.023178845,BudburstfilterSoS_threshold_PPI3,-9.122511259,,
-12.1,0.292377241,25.90982989,-0.976183115,BudburstfilterSoS_threshold_PPI4,-16.71510385,,
-33.1,0.3819116,47.09610052,-5.691161739,BudburstfilterSoS_threshold_PPI5,-35.93732607,,
71.9,0.418023168,36.02257155,-4.62908151,BudburstmintomaxSoS_threshold_NDGI1,22.17378504,,
-4.1,0.508162046,24.42968783,-2.09402409,BudburstmintomaxSoS_threshold_NDGI13,12.136748,,
-4.1,0.432909369,21.81250151,-1.767658931,BudburstmintomaxSoS_threshold_NDGI2,1.136748001,,
-6.1,0.533251937,21.52461059,-0.395511207,BudburstmintomaxSoS_threshold_NDGI3,-17.27065941,,
-33.1,0.485186853,31.47180856,-1.675974035,BudburstmintomaxSoS_threshold_NDGI4,-25.75214089,,
-33.1,0.498504114,33.48658402,-1.686994393,BudburstmintomaxSoS_threshold_NDGI5,-28.90028904,,
-4.1,0.557513988,15.2203739,0.235890538,BudburstmintomaxSoS_threshold_EVI1,-9.641029777,,
-5.1,0.516872838,18.15052709,-0.065138898,BudburstmintomaxSoS_threshold_EVI13,-13.45584459,,
-12.1,0.594499163,20.20227769,-0.345888029,BudburstmintomaxSoS_threshold_EVI2,-16.97436311,,
-33.1,0.530628146,24.7262595,-0.749426667,BudburstmintomaxSoS_threshold_EVI3,-21.93732607,,
-33.1,0.494959661,32.40438769,-1.643038198,BudburstmintomaxSoS_threshold_EVI4,-27.41880755,,
-33.1,0.479747602,33.6483434,-1.664646739,BudburstmintomaxSoS_threshold_EVI5,-29.04843718,,
-4.1,0.533893435,14.08042179,0.331584501,BudburstmintomaxSoS_threshold_NDPI1,-8.159548296,,
-5.1,0.529111257,17.73073633,-0.017602532,BudburstmintomaxSoS_threshold_NDPI13,-12.82621496,,
-11.1,0.56386347,19.33005012,-0.218341184,BudburstmintomaxSoS_threshold_NDPI2,-15.38177052,,
-33.1,0.58167412,21.89666904,-0.509662969,BudburstmintomaxSoS_threshold_NDPI3,-18.97436311,,
-33.1,0.543557655,24.26494424,-0.727274732,BudburstmintomaxSoS_threshold_NDPI4,-21.5669557,,
-33.1,0.47549865,32.07437098,-1.603802382,BudburstmintomaxSoS_threshold_NDPI5,-26.863252,,
90.9,0.343974766,28.05847424,-3.000923372,BudburstmintomaxSoS_threshold_NDVI1,10.61822948,,
-4.1,0.390033676,16.51897211,0.28675691,BudburstmintomaxSoS_threshold_NDVI13,-5.122511259,,
-4.1,0.513395746,17.81541686,-0.01168234,BudburstmintomaxSoS_threshold_NDVI2,-12.75214089,,
-5.1,0.575988802,20.38653427,-0.344423336,BudburstmintomaxSoS_threshold_NDVI3,-16.97436311,,
-33.1,0.515294664,24.8540015,-0.745792478,BudburstmintomaxSoS_threshold_NDVI4,-21.93732607,,
-33.1,0.483204663,32.2102082,-1.637787708,BudburstmintomaxSoS_threshold_NDVI5,-27.01140015,,
99.9,0.437471052,37.52233778,-7.402168461,BudburstmintomaxSoS_threshold_PPI1,15.24785911,,
90.9,0.412964033,39.06535086,-9.261127424,BudburstmintomaxSoS_threshold_PPI13,8.358970223,,
71.9,0.428595816,34.04690585,-7.11280447,BudburstmintomaxSoS_threshold_PPI2,-1.492881629,,
-4.1,0.370573664,32.53376278,-4.162224324,BudburstmintomaxSoS_threshold_PPI3,-16.1595483,,
-5.1,0.3928589,33.62390504,-3.569035506,BudburstmintomaxSoS_threshold_PPI4,-21.12251126,,
-33.1,0.463196962,50.14878248,-7.028569259,BudburstmintomaxSoS_threshold_PPI5,-38.45584459,,
68.9,-0.463394275,55.81089174,-3.191102881,Budburstcubic_SoS_threshold_NDGI1,47.95156282,,
64.9,-0.325071071,47.53107721,-2.574340419,Budburstcubic_SoS_threshold_NDGI13,38.76637763,,
34.9,-0.318654003,42.47682259,-2.16129007,Budburstcubic_SoS_threshold_NDGI2,32.35897022,,
11.9,-0.480025321,36.37853674,-1.59826686,Budburstcubic_SoS_threshold_NDGI3,21.4330443,,
-1.1,-0.619590003,28.63432401,-0.26059609,Budburstcubic_SoS_threshold_NDGI4,8.951562816,,
-8.1,-0.60844971,27.65603678,-0.116861601,Budburstcubic_SoS_threshold_NDGI5,-6.23362237,,
21.9,0.847208536,10.09979567,0.334851475,Budburstcubic_SoS_threshold_EVI1,7.655266519,,
14.9,0.826043315,7.045095269,0.764687327,Budburstcubic_SoS_threshold_EVI13,0.618229482,,
7.9,0.804619619,8.578609288,0.543341984,Budburstcubic_SoS_threshold_EVI2,-4.381770518,,
-1.1,0.73819468,14.54624507,-0.044768279,Budburstcubic_SoS_threshold_EVI3,-11.90028904,,
-9.1,0.582438344,20.97385029,-0.573200663,Budburstcubic_SoS_threshold_EVI4,-18.38177052,,
-16.1,-0.073957208,31.55698183,-1.183350246,Budburstcubic_SoS_threshold_EVI5,-27.08547422,,
19.9,0.819373271,8.32923021,0.702706054,Budburstcubic_SoS_threshold_NDPI1,2.507118371,,
12.9,0.817213788,7.686311468,0.872569022,Budburstcubic_SoS_threshold_NDPI13,-1.60399274,,
6.9,0.812226387,9.131209071,0.53089869,Budburstcubic_SoS_threshold_NDPI2,-5.455844592,,
-2.1,0.746744448,14.51006104,-0.036329286,Budburstcubic_SoS_threshold_NDPI3,-11.93732607,,
-10.1,0.580302042,20.95238619,-0.569235289,Budburstcubic_SoS_threshold_NDPI4,-18.34473348,,
-17.1,-0.240789864,34.68824457,-1.293314697,Budburstcubic_SoS_threshold_NDPI5,-28.93732607,,
34.9,-0.279747222,43.85124046,-2.108336252,Budburstcubic_SoS_threshold_NDVI1,36.02563689,,
22.9,-0.382946891,37.79361815,-1.466059236,Budburstcubic_SoS_threshold_NDVI13,28.06267393,,
13.9,-0.488038297,29.92219814,-0.573627176,Budburstcubic_SoS_threshold_NDVI2,19.65526652,,
1.9,-0.264180924,17.91601503,0.472060366,Budburstcubic_SoS_threshold_NDVI3,4.02563689,,
-6.1,-0.05545927,17.18056311,-0.054009021,Budburstcubic_SoS_threshold_NDVI4,-9.566955703,,
-14.1,-0.344933798,27.71956954,-0.631189143,Budburstcubic_SoS_threshold_NDVI5,-20.30769644,,
68.9,-0.192642333,50.25570484,-2.862315289,Budburstcubic_SoS_threshold_PPI1,42.8404517,,
64.9,-0.190288437,43.77001698,-2.385514182,Budburstcubic_SoS_threshold_PPI13,34.69230356,,
33.9,-0.218027447,40.21377405,-2.122678203,Budburstcubic_SoS_threshold_PPI2,29.58119245,,
4.9,-0.319696299,35.42422797,-1.802130379,Budburstcubic_SoS_threshold_PPI3,20.4330443,,
-5.1,-0.516515176,29.29949626,-0.741275814,Budburstcubic_SoS_threshold_PPI4,5.692303556,,
-14.1,-0.607721501,43.88982971,-5.067002678,Budburstcubic_SoS_threshold_PPI5,-14.49288163,,
13.9,-0.434268954,28.68360456,-0.823784726,Budburstfilter_cubic_SoS_threshold_NDGI1,22.21082207,,
6.9,-0.434430783,26.08648013,-0.417781263,Budburstfilter_cubic_SoS_threshold_NDGI13,17.50711837,,
2.9,-0.385654883,23.54190144,0.000594543,Budburstfilter_cubic_SoS_threshold_NDGI2,12.50711837,,
-3.1,-0.376373684,21.52066039,0.648722021,Budburstfilter_cubic_SoS_threshold_NDGI3,4.210822075,,
-10.1,-0.330504729,21.35499154,0.437941893,Budburstfilter_cubic_SoS_threshold_NDGI4,-7.085474221,,
-18.1,-0.499303435,32.01356136,-0.798187547,Budburstfilter_cubic_SoS_threshold_NDGI5,-22.45584459,,
16.9,0.813339071,8.100966106,0.698037784,Budburstfilter_cubic_SoS_threshold_EVI1,3.39600726,,
9.9,0.802951354,7.777561291,0.732465223,Budburstfilter_cubic_SoS_threshold_EVI13,-2.159548296,,
4.9,0.780938792,10.03887487,0.417728205,Budburstfilter_cubic_SoS_threshold_EVI2,-6.344733481,,
-3.1,0.713677998,15.83152873,-0.144885388,Budburstfilter_cubic_SoS_threshold_EVI3,-13.23362237,,
-10.1,0.531769776,22.07799382,-0.648308007,Budburstfilter_cubic_SoS_threshold_EVI4,-19.38177052,,
-17.1,-0.218022165,33.84084442,-1.318204152,Budburstfilter_cubic_SoS_threshold_EVI5,-28.93732607,,
13.9,0.810157032,8.043985307,0.828640093,Budburstfilter_cubic_SoS_threshold_NDPI1,1.655266519,,
7.9,0.810586912,7.894385963,0.780896234,Budburstfilter_cubic_SoS_threshold_NDPI13,-2.529918666,,
3.9,0.794812808,9.722953246,0.460643533,Budburstfilter_cubic_SoS_threshold_NDPI2,-6.085474221,,
-4.1,0.721884818,15.21886547,-0.092984304,Budburstfilter_cubic_SoS_threshold_NDPI3,-12.5669557,,
-12.1,0.444672208,22.15220304,-0.603169849,Budburstfilter_cubic_SoS_threshold_NDPI4,-18.97436311,,
-19.1,-0.301016276,35.84224025,-1.365601043,Budburstfilter_cubic_SoS_threshold_NDPI5,-29.863252,,
14.9,-0.153061633,24.43317101,-0.559973417,Budburstfilter_cubic_SoS_threshold_NDVI1,18.47008133,,
7.9,-0.11045478,20.49042596,-0.083152547,Budburstfilter_cubic_SoS_threshold_NDVI13,12.47008133,,
3.9,-0.059405803,16.86734157,0.288297455,Budburstfilter_cubic_SoS_threshold_NDVI2,6.39600726,,
-3.1,0.198056504,13.86268199,0.15082864,Budburstfilter_cubic_SoS_threshold_NDVI3,-5.381770518,,
-10.1,0.122018844,19.51263713,-0.361159885,Budburstfilter_cubic_SoS_threshold_NDVI4,-14.38177052,,
-17.1,-0.424137005,32.24943541,-1.019131152,Budburstfilter_cubic_SoS_threshold_NDVI5,-25.38177052,,
7.9,-0.498579312,29.45163395,-0.843303963,Budburstfilter_cubic_SoS_threshold_PPI1,22.61822948,,
2.9,-0.496773566,27.03992735,-0.43475445,Budburstfilter_cubic_SoS_threshold_PPI13,17.91452578,,
-1.1,-0.51167159,25.44942314,-0.097059529,Budburstfilter_cubic_SoS_threshold_PPI2,13.8404517,,
-7.1,-0.501331349,24.08537346,0.418197964,Budburstfilter_cubic_SoS_threshold_PPI3,5.247859112,,
-15.1,-0.520866179,30.01447555,-0.852109961,Budburstfilter_cubic_SoS_threshold_PPI4,-7.678066814,,
-26.1,-0.681329269,46.21496037,-3.552326973,Budburstfilter_cubic_SoS_threshold_PPI5,-27.27065941,,
68.9,-0.282449054,56.35083441,-3.982798439,Budburstmintomaxcubic_SoS_threshold_NDGI1,46.61822948,,
64.9,-0.192504975,50.355565,-4.129103942,Budburstmintomaxcubic_SoS_threshold_NDGI13,38.17378504,,
34.9,-0.181165889,46.14939414,-4.205560416,Budburstmintomaxcubic_SoS_threshold_NDGI2,31.4330443,,
11.9,-0.183005775,39.61956345,-4.878288747,Budburstmintomaxcubic_SoS_threshold_NDGI3,15.21082207,,
-1.1,-0.111899384,31.70365244,-3.011604531,Budburstmintomaxcubic_SoS_threshold_NDGI4,-2.085474221,,
-8.1,-0.148860675,35.7203518,-3.141585081,Budburstmintomaxcubic_SoS_threshold_NDGI5,-16.1595483,,
21.9,0.377813162,19.75264393,-0.207704722,Budburstmintomaxcubic_SoS_threshold_EVI1,10.24785911,,
14.9,0.381144008,17.94133118,-0.19298767,Budburstmintomaxcubic_SoS_threshold_EVI13,2.544155408,,
7.9,0.571124156,13.49213772,0.462306266,Budburstmintomaxcubic_SoS_threshold_EVI2,-4.60399274,,
-1.1,0.639602128,18.71808032,-0.215658341,Budburstmintomaxcubic_SoS_threshold_EVI3,-14.82621496,,
-9.1,0.557560927,26.78998032,-0.91195789,Budburstmintomaxcubic_SoS_threshold_EVI4,-23.30769644,,
-16.1,0.320655004,38.15870329,-1.800374698,Budburstmintomaxcubic_SoS_threshold_EVI5,-34.1595483,,
19.9,0.167565713,33.09040225,-4.157416412,Budburstmintomaxcubic_SoS_threshold_NDPI1,11.58119245,,
12.9,0.146337403,32.7577102,-4.44303798,Budburstmintomaxcubic_SoS_threshold_NDPI13,6.840451704,,
6.9,0.149374797,29.01728863,-3.151934698,Budburstmintomaxcubic_SoS_threshold_NDPI2,-0.641029777,,
-2.1,0.237961216,29.02923045,-2.666769085,Budburstmintomaxcubic_SoS_threshold_NDPI3,-12.12251126,,
-10.1,0.189595602,35.11705849,-3.509505605,Budburstmintomaxcubic_SoS_threshold_NDPI4,-20.27065941,,
-17.1,-0.046992976,46.06653577,-4.622568264,Budburstmintomaxcubic_SoS_threshold_NDPI5,-31.71510385,,
34.9,-0.080693266,44.83945493,-3.330921152,Budburstmintomaxcubic_SoS_threshold_NDVI1,33.54415541,,
22.9,-0.122686659,39.34032563,-3.44765113,Budburstmintomaxcubic_SoS_threshold_NDVI13,23.06267393,,
13.9,-0.001470099,28.74872146,-1.735302722,Budburstmintomaxcubic_SoS_threshold_NDVI2,10.91452578,,
1.9,0.133237506,24.42848203,-1.283048237,Budburstmintomaxcubic_SoS_threshold_NDVI3,-3.937326073,,
-6.1,0.389707498,24.98512478,-0.722012577,Budburstmintomaxcubic_SoS_threshold_NDVI4,-18.52991867,,
-14.1,0.221029479,35.86789409,-1.664352009,Budburstmintomaxcubic_SoS_threshold_NDVI5,-29.863252,,
68.9,-0.085708589,52.63535619,-4.798680892,Budburstmintomaxcubic_SoS_threshold_PPI1,40.72934059,,
64.9,-0.069689688,48.63295237,-5.397183283,Budburstmintomaxcubic_SoS_threshold_PPI13,33.24785911,,
33.9,-0.069068379,46.3005924,-6.124300544,Budburstmintomaxcubic_SoS_threshold_PPI2,27.06267393,,
4.9,-0.020856634,41.89025608,-7.591972994,Budburstmintomaxcubic_SoS_threshold_PPI3,10.61822948,,
-5.1,0.018336572,37.47772303,-5.688630517,Budburstmintomaxcubic_SoS_threshold_PPI4,-9.529918666,,
-14.1,-0.108180733,52.61909599,-7.123269726,Budburstmintomaxcubic_SoS_threshold_PPI5,-34.45584459,,
9.9,-0.364683262,63.0727498,-8.871265966,Budburstdoublelogistic_SoS_threshold_NDGI1,43.47008133,,
3.9,-0.44574159,48.78275487,-5.288863657,Budburstdoublelogistic_SoS_threshold_NDGI13,28.47008133,,
-1.1,-0.419516661,44.02111246,-4.858125325,Budburstdoublelogistic_SoS_threshold_NDGI2,20.8404517,,
-7.1,-0.580198637,27.90168308,-0.233118846,Budburstdoublelogistic_SoS_threshold_NDGI3,5.877488741,,
-13.1,-0.585336458,25.36154148,0.325957029,Budburstdoublelogistic_SoS_threshold_NDGI4,-2.641029777,,
-18.1,-0.568461307,25.94890591,0.124428131,Budburstdoublelogistic_SoS_threshold_NDGI5,-9.752140888,,
5.9,0.649350464,10.80058059,0.147176718,Budburstdoublelogistic_SoS_threshold_EVI1,4.877488741,,
0.9,0.655828696,9.622433883,0.244083378,Budburstdoublelogistic_SoS_threshold_EVI13,-1.085474221,,
-3.1,0.680804143,10.86835853,0.131367613,Budburstdoublelogistic_SoS_threshold_EVI2,-5.529918666,,
-9.1,0.688236688,15.36539768,-0.208610831,Budburstdoublelogistic_SoS_threshold_EVI3,-12.30769644,,
-14.1,0.695988483,20.07083017,-0.577696264,Budburstdoublelogistic_SoS_threshold_EVI4,-17.90028904,,
-18.1,0.68738873,24.678744,-0.933620994,Budburstdoublelogistic_SoS_threshold_EVI5,-22.93732607,,
2.9,-0.010159232,34.72446186,-3.450549182,Budburstdoublelogistic_SoS_threshold_NDPI1,15.24785911,,
-1.1,0.462888649,11.10935301,0.351332987,Budburstdoublelogistic_SoS_threshold_NDPI13,0.02563689,,
-5.1,0.596219145,11.63795267,0.165196883,Budburstdoublelogistic_SoS_threshold_NDPI2,-6.011400147,,
-11.1,0.634599353,17.16156024,-0.288624972,Budburstdoublelogistic_SoS_threshold_NDPI3,-14.23362237,,
-16.1,0.644664981,22.61540048,-0.715171342,Budburstdoublelogistic_SoS_threshold_NDPI4,-20.52991867,,
-20.1,0.634480279,27.99036155,-1.131165584,Budburstdoublelogistic_SoS_threshold_NDPI5,-26.27065941,,
8.9,-0.242548609,33.50053473,-1.364112431,Budburstdoublelogistic_SoS_threshold_NDVI1,20.76637763,,
3.9,-0.36033268,20.51048131,0.057307862,Budburstdoublelogistic_SoS_threshold_NDVI13,10.28489615,,
-0.1,-0.341354658,17.35225031,0.306428876,Budburstdoublelogistic_SoS_threshold_NDVI2,4.39600726,,
-6.1,-0.260563181,16.23421419,0.24096412,Budburstdoublelogistic_SoS_threshold_NDVI3,-4.085474221,,
-11.1,-0.162680861,18.42610783,-0.112961548,Budburstdoublelogistic_SoS_threshold_NDVI4,-10.75214089,,
-16.1,-0.071324722,22.24821645,-0.516860183,Budburstdoublelogistic_SoS_threshold_NDVI5,-16.90028904,,
13.9,-0.514835652,78.30014742,-16.69948129,Budburstdoublelogistic_SoS_threshold_PPI1,49.95156282,,
7.9,-0.414688951,68.86760871,-15.6008037,Budburstdoublelogistic_SoS_threshold_PPI13,37.32193319,,
3.9,-0.56258315,55.82738817,-10.61555699,Budburstdoublelogistic_SoS_threshold_PPI2,20.72934059,,
-3.1,-0.738384022,43.13461318,-5.096673766,Budburstdoublelogistic_SoS_threshold_PPI3,-3.492881629,,
-8.1,-0.707358172,46.76999718,-6.334642835,Budburstdoublelogistic_SoS_threshold_PPI4,-11.64102978,,
-13.1,-0.694918739,50.42479272,-7.314048933,Budburstdoublelogistic_SoS_threshold_PPI5,-18.12251126,,
12.9,-0.578335022,27.15981154,-0.102071766,Budburstfilterdoublelogistic_SoS_threshold_NDGI1,13.32193319,,
5.9,-0.571390889,24.491014,0.421475405,Budburstfilterdoublelogistic_SoS_threshold_NDGI13,5.729340593,,
1.9,-0.572496548,24.1688351,0.567887087,Budburstfilterdoublelogistic_SoS_threshold_NDGI2,0.136748001,,
-5.1,-0.566990639,25.91529736,0.154037865,Budburstfilterdoublelogistic_SoS_threshold_NDGI3,-8.641029777,,
-11.1,-0.568790002,29.1884768,-0.353427048,Budburstfilterdoublelogistic_SoS_threshold_NDGI4,-15.75214089,,
-17.1,-0.572522003,33.33688203,-0.853152285,Budburstfilterdoublelogistic_SoS_threshold_NDGI5,-22.23362237,,
13.9,0.138595476,13.89373746,0.295763389,Budburstfilterdoublelogistic_SoS_threshold_EVI1,3.321933186,,
7.9,0.053578778,14.5700108,0.316678387,Budburstfilterdoublelogistic_SoS_threshold_EVI13,-3.381770518,,
3.9,-0.008697857,16.97863621,0.119476656,Budburstfilterdoublelogistic_SoS_threshold_EVI2,-8.307696444,,
-3.1,-0.102743519,22.49837108,-0.374710602,Budburstfilterdoublelogistic_SoS_threshold_EVI3,-16.04843718,,
-9.1,-0.156651865,27.66361671,-0.826398437,Budburstfilterdoublelogistic_SoS_threshold_EVI4,-22.27065941,,
-14.1,-0.197375821,32.82003163,-1.259346162,Budburstfilterdoublelogistic_SoS_threshold_EVI5,-28.04843718,,
13.9,0.366448345,12.68578548,0.361420024,Budburstfilterdoublelogistic_SoS_threshold_NDPI1,3.803414667,,
6.9,0.214546672,13.77455178,0.352557624,Budburstfilterdoublelogistic_SoS_threshold_NDPI13,-3.715103851,,
1.9,0.099284089,16.97961672,0.060125571,Budburstfilterdoublelogistic_SoS_threshold_NDPI2,-9.418807555,,
-6.1,-0.080411567,24.0587232,-0.531190978,Budburstfilterdoublelogistic_SoS_threshold_NDPI3,-18.23362237,,
-13.1,-0.193035758,30.47906892,-1.056997464,Budburstfilterdoublelogistic_SoS_threshold_NDPI4,-25.38177052,,
-19.1,-0.278320705,36.66750039,-1.55689397,Budburstfilterdoublelogistic_SoS_threshold_NDPI5,-31.97436311,,
