dif,R,RMSE,KGE,name,R_rank,RMSE_rank,all_rank
-31,0.195722612,75.79000594,-2.752155402,EOSEoS_filterdoublelogistic_threshold_EVI1,64,269,333
62,-0.009600194,41.96657333,-0.550830525,EOSEoS_cubic_threshold_EVI13,185,149,334
-30,-0.108852366,31.83030109,0.074110511,EOSEoS_cubic_threshold_NDVI4,259,77,336
-1,-0.033053151,39.85348165,-0.984316226,EOSEoS_filterthreshold_NDVI1,203,133,336
4,-0.075762723,36.01018374,-0.639668483,EOSEoS_filterthreshold_EVI13,236,101,337
-32,0.017934141,47.27889717,-0.895098972,EOSEoS_cubic_threshold_NDPI2,165,172,337
-49,0.090642051,59.92972074,-1.797149006,EOSEoS_cubic_threshold_DVI1,110,227,337
0,-0.064314456,37.4868866,-0.782073319,EOSEoS_filterthreshold_EVI1,227,111,338
-29,-0.069674656,37.04335411,-0.257151248,EOSEoS_cubic_threshold_NDVI3,232,107,339
-3,-0.034781731,40.28006124,-1.0134004,EOSEoS_filterthreshold_DVI13,204,135,339
-4,-0.032066365,40.29898675,-1.016271891,EOSEoS_filterthreshold_DVI1,202,138,340
-8,-0.107706004,33.27611756,0.198845551,EOSEoS_doublelogistic_threshold_EVI4,258,83,341
-20,-0.047820578,38.46383583,-0.511664385,EOSEoS_mintomaxdoublelogistic_threshold_NDVI3,222,119,341
-9,0.078182039,59.39107677,-2.551916537,EOSEoS_filterdoublelogistic_threshold_NDGI4,115,226,341
-2,0.115997368,64.3586306,-8.489165178,EOSEoS_doublelogistic_threshold_NDPI5,99,242,341
-56,-0.045535385,38.86931347,-0.330701263,EOSEoS_cubic_threshold_EVI2,219,124,343
-26,0.188496318,80.26663898,-3.216643351,EOSEoS_filterdoublelogistic_threshold_NDGI2,68,275,343
-36,0.194371588,80.89293335,-2.953050017,EOSEoS_filterdoublelogistic_threshold_NDVI13,67,276,343
-61,-0.027676514,43.10803314,-0.587087173,EOSEoS_cubic_threshold_DVI4,197,151,348
-3,0.052635644,58.36979813,-6.0616534,EOScubic_EoS_EVTDVI,129,220,349
-7,0.104471741,66.41034056,-9.136153461,EOSEoS_doublelogistic_threshold_NDPI4,103,246,349
-27,0.146853264,74.24795171,-2.75244216,EOSEoS_filterdoublelogistic_threshold_NDVI2,84,265,349
4,-0.115799551,34.26210248,-0.481101153,EOSEoS_filterthreshold_DVI5,261,90,351
-8,0.066541927,62.49299961,-7.578526178,EOSEoS_mintomaxdoublelogistic_threshold_NDPI4,119,233,352
-27,0.018226306,51.87372488,-1.284209344,EOSEoS_mintomaxdoublelogistic_threshold_NDGI2,164,189,353
-3,0.078863613,63.61957246,-7.906918915,EOSEoS_mintomaxdoublelogistic_threshold_NDPI5,114,239,353
-13,0.103487403,67.67163364,-9.323233737,EOSEoS_doublelogistic_threshold_NDPI3,105,250,355
-36,0.166498209,87.91345176,-3.350743896,EOSEoS_filterdoublelogistic_threshold_NDGI13,76,280,356
6,-0.091043535,37.0461424,-0.720754514,EOSEoS_filterthreshold_NDGI3,250,108,358
-2,-0.061861533,39.84867208,-0.982308917,EOSEoS_filterthreshold_DVI2,226,132,358
-24,-0.01482356,46.93745839,-0.898091926,EOSEoS_doublelogistic_threshold_NDGI4,189,170,359
0,-0.06989076,39.34907877,-0.929979948,EOSEoS_filterthreshold_NDGI2,233,127,360
-29,0.104465344,71.18555565,-4.123615968,EOSEoS_filterdoublelogistic_threshold_NDPI1,104,257,361
-15,-0.107541459,36.30679459,-0.318391354,EOSEoS_doublelogistic_threshold_NDVI4,257,105,362
-14,0.060246939,62.73163742,-7.607178731,EOSEoS_mintomaxdoublelogistic_threshold_NDPI3,126,236,362
-21,-0.082069881,38.80743056,-0.360506111,EOSEoS_mintomaxdoublelogistic_threshold_EVI2,241,123,364
-27,-0.043369283,43.8313054,-0.849334719,EOSEoS_mintomaxdoublelogistic_threshold_NDVI2,210,154,364
0,-0.100746877,37.51943941,-0.738546066,EOSEoS_filterthreshold_DVI4,253,112,365
-49,-0.004054953,49.86831398,-1.061338962,EOSEoS_cubic_threshold_DVI3,183,183,366
16,-0.028915396,46.61968423,-0.826620631,EOSEoS_cubic_threshold_EVI1,198,169,367
6,0.003562521,52.075026,-3.88885348,EOSEoS_mintomaxthreshold_NDPI4,176,191,367
4,-0.103396224,37.68952109,-0.781883075,EOSEoS_filterthreshold_NDVI2,255,113,368
3,0.013496049,53.26811116,-3.991057656,EOSEoS_mintomaxthreshold_NDPI3,171,197,368
-90,0.150641323,93.02490706,-3.535985237,EOSEoS_filterdoublelogistic_threshold_NDGI1,83,285,368
0,-0.087722248,38.79121464,-0.893668218,EOSEoS_filterthreshold_NDVI13,247,122,369
-20,0.069292396,68.38609752,-8.597928554,EOSEoS_doublelogistic_threshold_NDPI2,118,251,369
-68,0.143241603,92.21239071,-3.526385808,EOSEoS_filterdoublelogistic_threshold_NDVI1,87,284,371
-19,0.001753934,52.89021649,-2.750957028,EOSEoS_filterdoublelogistic_threshold_NDPI2,178,195,373
14,-0.013873944,51.06882611,-3.705699273,EOSEoS_mintomaxthreshold_NDPI5,188,186,374
-3,0.013018491,54.9567254,-2.392600539,EOSEoS_filterdoublelogistic_threshold_NDGI5,172,202,374
-21,0.031970345,61.58490075,-6.794306357,EOSEoS_mintomaxdoublelogistic_threshold_NDPI2,143,232,375
-1,0.017427125,56.11335254,-4.244387033,EOSEoS_mintomaxthreshold_NDPI2,167,209,376
-14,-0.127991837,37.73150761,-0.134101837,EOSEoS_doublelogistic_threshold_EVI3,263,114,377
-32,0.013791124,55.73845172,-1.508030835,EOSEoS_mintomaxdoublelogistic_threshold_NDGI13,170,207,377
0,-0.095138707,39.18343613,-0.905507266,EOSEoS_filterthreshold_DVI3,252,126,378
-1,0.017898571,57.07626477,-4.100205755,EOSEoS_mintomaxthreshold_NDPI13,166,212,378
-25,0.031646113,62.60863891,-6.883674258,EOSEoS_mintomaxdoublelogistic_threshold_NDPI13,145,235,380
-32,-0.040381046,47.50061403,-1.073655158,EOSEoS_mintomaxdoublelogistic_threshold_NDVI13,208,174,382
-26,-0.080413587,41.71700293,-0.574101857,EOSEoS_mintomaxdoublelogistic_threshold_EVI13,239,145,384
-31,0.031483125,64.2156523,-6.984180242,EOSEoS_mintomaxdoublelogistic_threshold_NDPI1,146,240,386
-83,-0.013852125,54.03523594,-1.301950878,EOSEoS_cubic_threshold_NDVI1,187,200,387
-24,0.048814051,71.83725821,-8.997412282,EOSEoS_doublelogistic_threshold_NDPI13,131,260,391
-7,-0.06765169,45.00212958,-1.926625051,EOSEoS_filterdoublelogistic_threshold_NDPI4,231,162,393
-3,0.016539099,59.35633917,-4.192423241,EOSEoS_mintomaxthreshold_NDPI1,168,225,393
-2,-0.072104343,44.85151428,-1.954136156,EOSEoS_filterdoublelogistic_threshold_NDPI5,235,161,396
-13,-0.065653037,46.59765731,-2.005988201,EOSEoS_filterdoublelogistic_threshold_NDPI3,228,168,396
-30,0.059726829,76.73178394,-9.587523509,EOSEoS_doublelogistic_threshold_NDPI1,127,270,397
-48,-0.047155875,48.10985692,-0.916715163,EOSEoS_mintomaxdoublelogistic_threshold_DVI5,221,177,398
-38,-0.037670107,52.36323456,-1.360282234,EOSEoS_mintomaxdoublelogistic_threshold_NDVI1,206,193,399
58,0.056103604,78.02830683,-3.063702401,EOSfiltercubic_EoS_EVTNDGI,128,272,400
-32,-0.079306286,45.83375757,-0.859284419,EOSEoS_mintomaxdoublelogistic_threshold_EVI1,237,164,401
-38,0.012238205,60.64122635,-1.79579693,EOSEoS_mintomaxdoublelogistic_threshold_NDGI1,173,229,402
-60,-0.002471545,58.57544992,-2.144046794,EOSEoS_filterdoublelogistic_threshold_DVI5,181,222,403
-65,-0.08528585,44.61082885,-0.684848607,EOSEoS_cubic_threshold_NDVI2,246,158,404
-53,-0.043959836,51.81256283,-1.152344744,EOSEoS_mintomaxdoublelogistic_threshold_DVI4,217,188,405
-40,-0.066767893,48.7945444,-0.946091175,EOSEoS_cubic_threshold_NDVI13,230,178,408
-90,0.035532672,79.93685008,-2.801391353,EOSEoS_doublelogistic_threshold_NDGI1,137,274,411
-21,-0.132867378,41.86516054,-0.642256152,EOSEoS_doublelogistic_threshold_NDVI3,265,147,412
-65,0.010409961,63.60214881,-2.399975763,EOSEoS_filterdoublelogistic_threshold_DVI4,174,238,412
-37,-0.043860807,55.13037578,-1.359459172,EOSEoS_doublelogistic_threshold_NDGI3,213,203,416
-59,-0.043871865,56.00156248,-1.405994811,EOSEoS_mintomaxdoublelogistic_threshold_DVI3,214,208,422
2,-0.187777315,41.86307044,-0.705407413,EOSEoS_filterdoublelogistic_threshold_EVI5,278,146,424
-20,-0.155735677,43.19075904,-0.532636421,EOSEoS_doublelogistic_threshold_EVI2,272,152,424
-17,-0.043897863,56.61478017,-1.633407218,EOSEoS_filterdoublelogistic_threshold_NDVI3,215,211,426
-4,-0.22310813,41.53713198,-0.328414853,EOSEoS_filterdoublelogistic_threshold_NDVI5,285,144,429
-70,-0.003894266,70.45565982,-2.690749553,EOSEoS_filterdoublelogistic_threshold_DVI3,182,255,437
-90,0.004813516,72.59511003,-2.377789234,EOSEoS_doublelogistic_threshold_NDGI13,175,262,437
-3,-0.196993516,44.6280928,-0.86887062,EOSEoS_filterdoublelogistic_threshold_EVI4,279,159,438
-51,-0.093062814,51.785133,-1.145436193,EOSEoS_doublelogistic_threshold_DVI5,251,187,438
-66,-0.04351816,61.22431434,-1.713116996,EOSEoS_mintomaxdoublelogistic_threshold_DVI2,211,231,442
-9,-0.134677881,49.42654482,-1.323160628,EOSEoS_filterdoublelogistic_threshold_EVI3,266,179,445
-10,-0.171147829,47.49789469,-0.886424292,EOSEoS_filterdoublelogistic_threshold_NDVI4,275,173,448
-70,-0.043759632,64.65272616,-1.910680098,EOSEoS_mintomaxdoublelogistic_threshold_DVI13,212,244,456
-25,-0.210081761,49.67175589,-0.909994804,EOSEoS_doublelogistic_threshold_EVI13,284,181,465
-75,-0.04392471,69.04038673,-2.160586851,EOSEoS_mintomaxdoublelogistic_threshold_DVI1,216,252,468
-57,-0.107129735,57.25214698,-1.474705792,EOSEoS_doublelogistic_threshold_DVI4,256,213,469
-90,-0.025856336,85.52207317,-3.128949543,EOSEoS_doublelogistic_threshold_DVI1,194,278,472
-90,-0.066260199,65.96735304,-1.976932573,EOSEoS_doublelogistic_threshold_NDGI2,229,245,474
-28,-0.18109985,53.64916899,-1.21660648,EOSEoS_doublelogistic_threshold_NDVI2,277,199,476
-76,-0.030143261,82.09790903,-3.166813666,EOSEoS_filterdoublelogistic_threshold_DVI2,200,277,477
