dif,R,RMSE,KGE,name,R_rank,RMSE_rank,KGE_rank,rank
-0.75,0.067690688,24.44755426,-3.12804856,leafmintomaxSoS_threshold_NDVI1,176,26,21,223
8.25,0.306551065,29.01148538,-8.694107722,leafmintomaxdoublelogistic_SoS_threshold_NDGI2,52,59,113,224
-14.75,0.06503686,23.02891354,-3.429587389,leafmintomaxSoS_threshold_NDVI13,179,17,29,225
-7.75,0.378921954,36.69761255,-7.270759335,leaffiltercubic_SoS_threshold_NDVI4,27,108,93,228
-22.75,0.440156078,41.32239186,-6.623334998,leaffiltercubic_SoS_threshold_EVI5,3,144,82,229
-1.75,0.333234137,32.46116809,-8.863713403,leafmintomaxdoublelogistic_SoS_threshold_NDVI3,36,78,116,230
19.25,0.49098532,33.91732003,-11.01889622,leafmintomaxcubic_SoS_threshold_EVI2,2,89,139,230
-34.75,0.084287678,24.29583536,-3.872086578,leaffilterSoS_threshold_NDVI2,173,25,33,231
5.25,0.219386326,29.85794192,-7.211866167,leaffiltercubic_SoS_threshold_PPI2,84,65,90,239
-1.75,0.317012384,31.72743167,-9.352418479,leafdoublelogistic_SoS_threshold_NDVI3,45,73,121,239
-47.75,0.308802234,42.64841991,-4.010967863,leafmintomaxSoS_threshold_EVI5,50,154,38,242
8.25,0.43656401,32.55495119,-12.61491105,leafmintomaxcubic_SoS_threshold_EVI3,5,79,158,242
-34.75,0.043192888,25.30620257,-2.932909805,leafSoS_threshold_EVI3,193,35,17,245
-0.75,0.106393191,27.00627754,-4.394636787,leaffilterSoS_threshold_NDVI1,157,42,46,245
1.25,0.316170753,31.90963206,-9.977211052,leafdoublelogistic_SoS_threshold_EVI3,46,74,125,245
-47.75,0.313910968,43.35316915,-4.108505573,leaffilterSoS_threshold_EVI5,47,160,39,246
-7.75,0.39099458,37.28870942,-9.072848801,leafmintomaxdoublelogistic_SoS_threshold_EVI5,17,118,117,252
3.25,0.309312748,32.22169081,-10.05178303,leafmintomaxdoublelogistic_SoS_threshold_NDGI3,49,76,127,252
-7.75,0.383031872,36.8245476,-9.170421709,leafdoublelogistic_SoS_threshold_EVI5,24,110,119,253
-37.75,0.121911658,33.29011546,-3.355681609,leafSoS_threshold_EVI4,152,83,26,261
-2.75,0.300244133,35.20777782,-8.336429751,leaffiltercubic_SoS_threshold_NDGI4,55,99,108,262
-31.25,0.07282016,28.45306561,-3.969707019,leafcubic_SoS_threshold_NDPI4,174,52,37,263
-34.75,0.046458327,24.81628638,-4.383034927,leafmintomaxSoS_threshold_EVI2,190,29,45,264
-34.75,0.058888732,25.10105744,-4.424515484,leafmintomaxSoS_threshold_NDVI2,186,32,49,267
-14.75,0.024045121,25.20116915,-3.929042734,leafmintomaxSoS_threshold_EVI13,202,34,34,270
-14.75,0.156604678,27.81747132,-6.915209686,leafmintomaxSoS_threshold_PPI1,136,47,87,270
-5.75,0.326283383,35.78435655,-9.925355017,leafdoublelogistic_SoS_threshold_NDVI4,44,104,124,272
-47.75,0.231588386,42.77229799,-4.217306717,leafSoS_threshold_EVI5,77,155,42,274
-5.75,0.334460264,36.87866204,-9.978638017,leafmintomaxdoublelogistic_SoS_threshold_NDVI4,35,113,126,274
-24.75,0.394548672,44.70604713,-7.216255887,leaffiltercubic_SoS_threshold_NDVI5,16,168,91,275
-35.75,0.110825482,31.01391543,-4.630340665,leaffilterSoS_threshold_NDVI3,156,70,55,281
-37.75,0.191725173,38.84667132,-4.394827186,leaffilterSoS_threshold_NDVI4,110,127,47,284
-39.25,0.103584535,34.82650309,-3.461954654,leafcubic_SoS_threshold_NDPI5,160,95,30,285
-34.75,-0.336818908,23.2855615,-1.81866331,leaffilterdoublelogistic_SoS_threshold_EVI1,265,21,2,288
1.25,0.425001682,35.92316146,-14.59490024,leafmintomaxcubic_SoS_threshold_EVI4,7,106,175,288
0.25,0.294873524,37.46703477,-8.776727472,leaffiltercubic_SoS_threshold_PPI3,56,119,115,290
27.25,0.519295535,40.70474552,-12.01959078,leafmintomaxcubic_SoS_threshold_EVI13,1,140,150,291
-34.75,0.170101009,29.72055875,-7.616265023,leafmintomaxSoS_threshold_PPI13,130,64,98,292
-10.25,0.064686509,28.25529424,-5.092347213,leafcubic_SoS_threshold_NDPI2,181,50,62,293
-42.75,-0.33901279,24.02797903,-2.244473693,leaffilterdoublelogistic_SoS_threshold_EVI13,266,23,8,297
-22.25,0.045585818,26.65129191,-5.420288604,leafcubic_SoS_threshold_NDPI3,191,41,66,298
8.25,0.410587681,35.92292702,-15.29525599,leafmintomaxcubic_SoS_threshold_NDVI3,10,105,183,298
-9.25,0.036262297,30.37799732,-3.935373443,leafcubic_SoS_threshold_EVI2,196,68,36,300
-34.75,0.142976328,29.31956342,-7.818303597,leaffilterSoS_threshold_NDPI2,138,60,102,300
-4.75,0.437648008,38.99983539,-13.50406689,leafmintomaxcubic_SoS_threshold_EVI5,4,130,168,302
-37.75,0.164976153,37.64483936,-4.477690045,leafmintomaxSoS_threshold_NDVI4,132,120,51,303
-1.75,0.30797657,35.97917106,-11.33133072,leafmintomaxdoublelogistic_SoS_threshold_NDGI4,51,107,146,304
-34.75,0.239191197,35.67158531,-10.48338708,leafmintomaxSoS_threshold_NDPI3,73,103,131,307
-34.75,0.127011761,29.3760852,-7.629296561,leaffilterSoS_threshold_NDPI13,148,61,99,308
-33.75,-0.319593286,25.19232808,-2.744429972,leaffilterdoublelogistic_SoS_threshold_NDVI1,263,33,15,311
2.25,0.410561503,36.97012649,-15.40357955,leafmintomaxcubic_SoS_threshold_NDVI4,11,114,186,311
-34.75,0.043917049,27.7945759,-6.217934289,leaffilterSoS_threshold_NDGI2,192,45,77,314
-34.75,0.207929423,34.83374965,-9.725443119,leaffilterSoS_threshold_NDPI3,96,96,122,314
20.25,0.405131575,39.09735652,-13.98024359,leafmintomaxcubic_SoS_threshold_NDVI2,13,131,170,314
7.25,0.259553828,34.19366366,-12.54140493,leafdoublelogistic_SoS_threshold_EVI2,67,91,157,315
-48.75,-0.339595795,25.81852131,-2.714011376,leaffilterdoublelogistic_SoS_threshold_EVI2,267,37,14,318
-10.75,0.326767309,40.37767224,-10.92810277,leafdoublelogistic_SoS_threshold_NDVI5,43,138,137,318
2.25,-0.008742662,29.92510841,-4.164760471,leafmintomaxSoS_threshold_NDGI1,213,66,41,320
-23.75,0.259924632,41.32572459,-8.690434943,leaffiltercubic_SoS_threshold_NDPI4,66,145,112,323
-10.75,0.331460884,41.34119931,-11.00581687,leafmintomaxdoublelogistic_SoS_threshold_NDVI5,39,146,138,323
-41.75,-0.319881583,25.87504058,-3.24700496,leaffilterdoublelogistic_SoS_threshold_NDVI13,264,38,23,325
-35.75,0.060108175,31.58251578,-6.059471716,leafmintomaxSoS_threshold_NDVI3,185,71,74,330
1.25,-0.009647781,29.61231478,-4.708703297,leafmintomaxSoS_threshold_EVI1,214,62,57,333
-23.75,0.294530036,42.83397217,-9.320237754,leaffiltercubic_SoS_threshold_NDGI5,57,156,120,333
10.25,0.255696169,35.56624357,-13.0036752,leafdoublelogistic_SoS_threshold_EVI13,69,102,164,335
-47.75,-0.318632984,27.59782035,-3.681093397,leaffilterdoublelogistic_SoS_threshold_NDVI2,262,44,32,338
-5.75,0.31064373,39.82631834,-12.50566379,leafmintomaxdoublelogistic_SoS_threshold_NDGI5,48,135,156,339
-34.75,-0.026125791,28.69363539,-5.778741058,leafmintomaxSoS_threshold_NDGI13,217,55,70,342
-63.75,0.158732097,44.83196,-4.361814952,leafSoS_threshold_NDVI5,134,169,44,347
-4.75,0.416709549,41.7922296,-16.3930624,leafmintomaxcubic_SoS_threshold_NDVI5,9,148,193,350
-36.75,-0.001202837,30.84402833,-5.978604271,leaffilterSoS_threshold_NDGI3,210,69,72,351
-34.75,0.137250061,34.32211889,-9.084557188,leafmintomaxSoS_threshold_PPI2,142,92,118,352
39.25,0.378599127,49.29668079,-11.03142261,leafmintomaxcubic_SoS_threshold_EVI1,28,189,140,357
10.25,0.201755705,35.34308821,-12.09240212,leafmintomaxdoublelogistic_SoS_threshold_PPI1,104,101,152,357
-34.75,-0.041184301,28.97949281,-6.461116845,leafmintomaxSoS_threshold_NDGI2,221,58,79,358
-28.75,-0.270421662,28.57906318,-4.453433754,leaffilterdoublelogistic_SoS_threshold_NDGI1,257,54,50,361
9.75,0.031166093,36.87069073,-4.485353572,leafcubic_SoS_threshold_EVI13,198,111,52,361
-57.75,-0.343653422,30.01157839,-3.50586977,leaffilterdoublelogistic_SoS_threshold_EVI3,269,67,31,367
-37.75,-0.26632232,28.5387207,-5.033670099,leaffilterdoublelogistic_SoS_threshold_NDGI13,255,53,60,368
-63.75,0.16059908,47.12915406,-4.842231461,leafmintomaxSoS_threshold_NDVI5,133,180,58,371
-63.75,0.181075284,48.58841422,-5.046080277,leaffilterSoS_threshold_NDVI5,122,188,61,371
30.25,0.382575635,46.18378403,-13.99814033,leafmintomaxcubic_SoS_threshold_NDVI13,25,175,171,371
4.25,0.225614976,37.04267134,-14.71455716,leafdoublelogistic_SoS_threshold_NDVI2,81,115,178,374
-17.75,0.013418628,33.34796153,-6.873142389,leaffilterSoS_threshold_NDPI1,205,84,86,375
-43.75,-0.266459468,29.70157871,-5.574863813,leaffilterdoublelogistic_SoS_threshold_NDGI2,256,63,68,387
1.25,0.36480046,41.83186738,-20.43149743,leafmintomaxcubic_SoS_threshold_NDGI5,30,149,209,388
-57.75,-0.317711625,32.04715423,-4.547736232,leaffilterdoublelogistic_SoS_threshold_NDVI3,261,75,53,389
-23.75,0.235788179,48.22774613,-10.07865723,leaffiltercubic_SoS_threshold_PPI4,75,186,129,390
-43.75,0.211524925,43.70388598,-10.68465417,leaffilterSoS_threshold_NDPI4,91,164,135,390
-37.75,0.026950156,37.1554622,-6.041681605,leaffilterSoS_threshold_NDGI4,201,117,73,391
-36.75,-0.06352067,31.63699697,-7.314470161,leafmintomaxSoS_threshold_NDGI3,225,72,95,392
-43.75,0.216345315,43.41718496,-11.30588187,leafmintomaxSoS_threshold_NDPI4,87,161,144,392
-34.75,-0.001087346,33.47851572,-7.905088382,leaffilterSoS_threshold_NDGI13,209,85,104,398
2.25,0.087765295,40.79797402,-7.001603531,leaffilterSoS_threshold_NDGI1,170,141,88,399
-65.75,-0.342923538,34.3287562,-4.235258327,leaffilterdoublelogistic_SoS_threshold_EVI4,268,93,43,404
4.25,0.201170645,39.720062,-13.90226112,leafmintomaxdoublelogistic_SoS_threshold_PPI13,105,134,169,408
-52.75,-0.260904383,33.07245466,-6.515371037,leaffilterdoublelogistic_SoS_threshold_NDGI3,254,82,80,416
-27.75,0.210845927,49.62641419,-10.37076157,leaffiltercubic_SoS_threshold_NDPI5,94,192,130,416
-37.75,0.048681379,39.70668359,-7.468720706,leafSoS_threshold_NDVI4,189,133,96,418
-32.25,-0.067464357,33.90855769,-8.099771704,leafcubic_SoS_threshold_NDGI4,226,88,105,419
41.25,0.288773357,53.97828134,-12.04549138,leafmintomaxcubic_SoS_threshold_NDVI1,58,211,151,420
-34.75,0.022285959,34.07989065,-10.55676643,leaffilterSoS_threshold_PPI2,203,90,132,425
7.25,0.280008251,42.94856913,-20.47738771,leafmintomaxcubic_SoS_threshold_NDGI4,61,157,210,428
-65.75,-0.316001332,36.72649878,-5.31489697,leaffilterdoublelogistic_SoS_threshold_NDVI4,259,109,64,432
15.75,0.120656257,49.54027468,-7.074093517,leafcubic_SoS_threshold_EVI1,153,191,89,433
-27.75,0.23668667,57.40011566,-11.10535878,leaffiltercubic_SoS_threshold_PPI5,74,218,141,433
6.75,0.028461146,39.135932,-8.521387828,leafcubic_SoS_threshold_NDPI13,199,132,110,441
14.75,0.227140903,52.84279818,-12.74777019,leafcubic_SoS_threshold_NDPI1,79,205,159,443
-34.75,0.034153564,37.15157717,-10.60271321,leaffilterSoS_threshold_PPI13,197,116,133,446
-34.75,0.002826179,34.87359096,-11.12603899,leafmintomaxSoS_threshold_NDPI2,208,97,142,447
15.25,0.214683248,43.71451847,-16.49526105,leafdoublelogistic_SoS_threshold_EVI1,88,165,194,447
-41.25,-0.046175631,38.74935975,-7.645096546,leafcubic_SoS_threshold_NDGI5,223,126,100,449
41.25,0.221617441,51.78500142,-13.02543877,leafmintomaxcubic_SoS_threshold_NDGI13,83,201,165,449
0.25,0.200201772,43.57906074,-15.29999454,leafmintomaxdoublelogistic_SoS_threshold_PPI2,106,163,184,453
-71.75,-0.344350964,38.72786785,-4.896233765,leaffilterdoublelogistic_SoS_threshold_EVI5,270,125,59,454
44.25,0.208980435,55.74584665,-11.30966195,leafmintomaxcubic_SoS_threshold_NDGI1,95,216,145,456
-38.75,-0.251648749,34.43142744,-8.752778655,leaffilterdoublelogistic_SoS_threshold_PPI1,250,94,114,458
-22.25,-0.056603926,35.16575887,-10.86714886,leafcubic_SoS_threshold_NDGI3,224,98,136,458
-12.25,0.157261772,42.51853181,-14.07036041,leafcubic_SoS_threshold_NDGI2,135,151,172,458
-60.75,-0.258814152,36.87515636,-7.296540894,leaffilterdoublelogistic_SoS_threshold_NDGI4,253,112,94,459
36.25,0.226119064,50.38689222,-15.41603797,leafmintomaxcubic_SoS_threshold_NDGI2,80,195,187,462
-4.25,0.22398897,49.79386569,-15.62463091,leafcubic_SoS_threshold_NDGI13,82,193,188,463
-14.75,0.006239146,43.56528495,-7.672560155,leaffilterSoS_threshold_PPI1,207,162,101,470
-37.75,-0.09667876,38.99397244,-9.738677129,leafmintomaxSoS_threshold_NDGI4,230,129,123,482
-72.75,-0.317025893,41.5411136,-6.101096639,leaffilterdoublelogistic_SoS_threshold_NDVI5,260,147,76,483
8.25,0.197777321,45.14912381,-20.49559064,leafdoublelogistic_SoS_threshold_NDVI13,107,170,211,488
-64.75,0.13133202,51.11434023,-11.50023861,leaffilterSoS_threshold_NDPI5,146,197,147,490
19.25,0.190449019,45.89267926,-19.09094734,leafmintomaxcubic_SoS_threshold_NDGI3,114,173,204,491
-5.75,0.203724486,50.07923617,-17.42965258,leafmintomaxdoublelogistic_SoS_threshold_PPI3,102,194,199,495
-47.75,-0.25012737,37.89903504,-10.0714871,leaffilterdoublelogistic_SoS_threshold_PPI13,248,121,128,497
-67.75,-0.257877251,41.05428741,-8.119939234,leaffilterdoublelogistic_SoS_threshold_NDGI5,252,142,106,500
-9.75,0.263367307,52.94865273,-26.95830867,leafmintomaxcubic_SoS_threshold_NDPI13,63,206,232,501
-5.75,0.255316864,53.38858601,-24.15752233,leafmintomaxcubic_SoS_threshold_NDPI1,70,209,224,503
-45.75,-0.151968365,37.92423894,-11.930302,leaffilterdoublelogistic_SoS_threshold_NDPI1,234,122,148,504
-34.75,-0.035869551,38.10632071,-12.95542542,leafmintomaxSoS_threshold_NDPI13,219,123,163,505
-17.75,-0.009761351,39.91217079,-12.25036376,leafmintomaxSoS_threshold_NDPI1,215,136,155,506
-13.75,0.265284963,53.2432448,-30.25107081,leafmintomaxcubic_SoS_threshold_NDPI2,62,207,237,506
-36.75,0.056151628,45.43546716,-11.98225669,leafmintomaxSoS_threshold_PPI3,187,171,149,507
13.75,0.257561364,64.89381575,-16.94142649,leafcubic_SoS_threshold_NDGI1,68,243,197,508
-64.75,0.134912321,51.55791566,-13.13197695,leafmintomaxSoS_threshold_NDPI5,144,200,166,510
-1.75,0.184271902,45.78474403,-23.12759749,leafdoublelogistic_SoS_threshold_NDGI4,119,172,219,510
-63.75,-0.037860973,47.68034524,-8.571176215,leaffilterSoS_threshold_NDGI5,220,183,111,514
-40.75,0.138604835,54.84441929,-12.90122314,leafmintomaxSoS_threshold_PPI4,140,212,162,514
-31.25,0.040448299,40.51612316,-15.21637077,leafcubic_SoS_threshold_NDVI4,195,139,181,515
-10.75,0.211057207,57.11375785,-19.26165981,leafmintomaxdoublelogistic_SoS_threshold_PPI4,93,217,205,515
-5.75,0.181119365,46.5395084,-22.85042676,leafdoublelogistic_SoS_threshold_NDGI5,121,176,218,515
-34.75,-0.167251964,38.13602993,-12.13685788,leafSoS_threshold_EVI2,241,124,153,518
3.25,0.191860101,47.75361266,-24.78841174,leafdoublelogistic_SoS_threshold_NDGI3,109,185,227,521
-36.75,-0.042104574,42.58498691,-12.15814591,leaffilterSoS_threshold_PPI3,222,152,154,528
-15.75,0.211700868,62.74562312,-20.92275722,leafmintomaxdoublelogistic_SoS_threshold_PPI5,90,229,213,532
-53.75,-0.249296951,41.21691145,-11.17854859,leaffilterdoublelogistic_SoS_threshold_PPI2,247,143,143,533
-53.75,-0.154212114,38.87896527,-13.33335066,leaffilterdoublelogistic_SoS_threshold_NDPI13,238,128,167,533
-63.75,-0.074429675,46.93860056,-10.67289969,leafmintomaxSoS_threshold_NDGI5,227,177,134,538
-11.25,0.012301426,43.13682117,-14.69200313,leafcubic_SoS_threshold_NDVI2,206,158,177,541
-40.25,0.043036923,44.37578744,-15.11441456,leafcubic_SoS_threshold_NDVI5,194,167,180,541
-20.75,0.250621433,59.20299508,-40.85893384,leafmintomaxcubic_SoS_threshold_NDPI3,71,221,249,541
-71.75,0.122505908,63.68838796,-12.84193813,leafmintomaxSoS_threshold_PPI5,150,235,160,545
-59.75,-0.152890216,40.35058738,-14.41893263,leaffilterdoublelogistic_SoS_threshold_NDPI2,235,137,174,546
14.75,0.183973476,61.60449824,-18.09037652,leafcubic_SoS_threshold_NDVI1,120,226,201,547
-43.75,0.092704081,47.71132079,-18.91055491,leafSoS_threshold_NDPI4,166,184,202,552
-64.75,0.105930136,52.37883065,-16.243423,leafSoS_threshold_NDPI5,159,203,192,554
-1.25,0.061407864,48.24658934,-15.30634828,leafcubic_SoS_threshold_NDVI13,184,187,185,556
-8.25,0.218538863,64.02308181,-29.68364988,leafcubic_SoS_threshold_PPI13,86,238,236,560
-34.75,0.262604371,80.49048764,-29.02018241,leafSoS_threshold_NDGI13,64,265,235,564
1.25,0.207618196,60.32383151,-37.3406565,leafmintomaxdoublelogistic_SoS_threshold_NDPI1,97,224,243,564
-22.25,-0.030864828,42.50575073,-17.34885822,leafcubic_SoS_threshold_NDVI3,218,150,198,566
-34.75,0.090036197,47.09615544,-23.64429914,leafSoS_threshold_NDPI3,167,179,223,569
-24.75,0.22887551,63.20549834,-46.30229752,leafmintomaxcubic_SoS_threshold_NDPI4,78,232,259,569
-35.75,-0.12711799,42.62684098,-16.10980202,leafSoS_threshold_NDVI3,232,153,190,575
1.25,0.179494439,61.7048034,-24.24363441,leafSoS_threshold_EVI1,123,227,225,575
84.25,0.21885693,89.21467339,-23.29401637,leafSoS_threshold_PPI13,85,269,222,576
-14.75,0.193367268,63.07737274,-31.19553462,leafSoS_threshold_NDVI13,108,230,239,577
-4.75,0.20671098,61.77027462,-41.68793633,leafmintomaxdoublelogistic_SoS_threshold_NDPI13,99,228,250,577
-8.75,0.206849729,63.23758783,-45.0940704,leafmintomaxdoublelogistic_SoS_threshold_NDPI2,98,233,256,587
-34.75,-0.140433229,43.14629951,-16.90616491,leafSoS_threshold_NDVI2,233,159,196,588
12.25,0.127085162,55.04440461,-25.88542671,leafdoublelogistic_SoS_threshold_NDGI13,147,214,228,589
2.25,0.191140092,85.88135863,-20.49648587,leafSoS_threshold_NDGI1,111,268,212,591
-62.75,-0.251976612,47.15899937,-12.88780877,leaffilterdoublelogistic_SoS_threshold_PPI3,251,181,161,593
-68.75,-0.154117739,43.86065126,-16.18325439,leaffilterdoublelogistic_SoS_threshold_NDPI3,236,166,191,593
-14.75,-0.076544163,46.02215187,-16.69416623,leafSoS_threshold_EVI13,228,174,195,597
13.25,0.098537644,54.8529572,-24.73381524,leafdoublelogistic_SoS_threshold_NDVI1,162,213,226,601
8.25,0.093816079,53.32427813,-26.65957127,leafdoublelogistic_SoS_threshold_NDGI2,165,208,229,602
-40.75,-0.005714385,55.64060562,-14.64330918,leaffilterSoS_threshold_PPI4,212,215,176,603
10.75,0.187567207,80.5721049,-23.19984198,leafcubic_SoS_threshold_PPI1,117,266,220,603
-27.75,0.212471942,67.51525096,-51.33715096,leafmintomaxcubic_SoS_threshold_NDPI5,89,251,264,604
-15.75,0.20666654,66.08393449,-50.54338006,leafmintomaxdoublelogistic_SoS_threshold_NDPI3,100,244,263,607
-34.75,0.190610151,73.43891626,-36.12088183,leafSoS_threshold_NDGI2,113,256,242,611
40.25,0.187908822,66.60665245,-42.25687089,leafmintomaxcubic_SoS_threshold_PPI13,116,246,251,613
44.25,0.184412511,67.43178053,-39.76206068,leafmintomaxcubic_SoS_threshold_PPI1,118,250,246,614
4.25,0.174718397,63.74782878,-44.55477661,leafmintomaxcubic_SoS_threshold_PPI4,125,236,254,615
-36.75,0.050068364,51.13844968,-26.85695856,leafSoS_threshold_NDGI3,188,198,231,617
17.25,0.097856506,60.559673,-26.75724238,leafdoublelogistic_SoS_threshold_NDGI1,163,225,230,618
-15.75,0.148224293,64.82074869,-33.70450907,leafdoublelogistic_SoS_threshold_PPI5,137,242,240,619
32.25,0.173313026,64.41602839,-43.75006968,leafmintomaxcubic_SoS_threshold_PPI2,127,239,253,619
91.25,0.089044897,93.40309222,-15.25377485,leafSoS_threshold_PPI1,168,270,182,620
-21.75,0.204941126,68.81174508,-55.02523511,leafmintomaxdoublelogistic_SoS_threshold_NDPI4,101,253,266,620
-76.75,-0.155348094,47.61320618,-17.69667245,leaffilterdoublelogistic_SoS_threshold_NDPI4,239,182,200,621
-2.75,0.173049951,67.04661573,-39.65719091,leafmintomaxcubic_SoS_threshold_PPI5,128,249,245,622
-26.75,0.202962477,71.59423366,-59.18564967,leafmintomaxdoublelogistic_SoS_threshold_NDPI5,103,255,267,625
-70.75,-0.25073209,52.53330795,-14.40432005,leaffilterdoublelogistic_SoS_threshold_PPI4,249,204,173,626
-0.75,0.170514193,79.05076678,-28.44832781,leafSoS_threshold_NDVI1,129,263,234,626
12.25,0.13840116,63.13829197,-45.0184764,leafmintomaxcubic_SoS_threshold_PPI3,141,231,255,627
-37.75,-0.201947296,47.08843791,-19.72030268,leafSoS_threshold_NDGI4,244,178,206,628
-34.75,-0.005162297,51.02637141,-23.29065957,leafSoS_threshold_NDPI2,211,196,221,628
-15.25,0.086183984,58.32775874,-30.95271936,leafcubic_SoS_threshold_PPI2,171,220,238,629
-34.75,0.167672904,75.62914376,-40.22922822,leafSoS_threshold_PPI2,131,257,247,635
-71.75,-0.010975403,64.73424033,-15.09176669,leaffilterSoS_threshold_PPI5,216,241,179,636
-17.75,0.099802942,77.54168715,-21.35316581,leafSoS_threshold_NDPI1,161,261,214,636
-34.75,0.111470178,66.90264482,-28.24839276,leafSoS_threshold_NDPI13,155,248,233,636
-82.75,-0.154169042,51.46293211,-19.00986744,leaffilterdoublelogistic_SoS_threshold_NDPI5,237,199,203,639
-10.75,0.117512038,63.96123066,-40.30234784,leafdoublelogistic_SoS_threshold_PPI4,154,237,248,639
-63.75,-0.166537792,51.96844659,-19.77961503,leafSoS_threshold_NDGI5,240,202,207,649
-26.25,-0.201023326,49.39312868,-22.72413203,leafcubic_SoS_threshold_PPI3,243,190,217,650
-77.75,-0.249092669,57.56485499,-15.70088768,leaffilterdoublelogistic_SoS_threshold_PPI5,246,219,189,654
-36.25,-0.227552772,53.8024657,-22.66279211,leafcubic_SoS_threshold_PPI4,245,210,216,671
